"CERT","CHCLASS1","CITYST","COST","FAILDATE","FIN","NAME","QBFASSET","QBFDEP","RESTYPE","RESTYPE1","SAVR"
30570,"SA","CHICAGO, IL",60511,"12/15/17","10530","WASHINGTON FEDERAL BANK FOR SAVINGS",166345,143964,"FAILURE","PA","DIF"
17719,"NM","ARGONIA, KS",2595,"10/13/17","10529","THE FARMERS AND MERCHANTS STATE BANK OF ARGONIA",33012,27466,"FAILURE","PA","DIF"
1802,"SM","SAINT ELMO, IL",9015,"05/26/17","10528","FAYETTE COUNTY BANK",34370,33972,"FAILURE","PA","DIF"
30003,"SA","MILWAUKEE, WI",143423,"05/05/17","10527","GUARANTY BANK",1031900,1002026,"FAILURE","PA","DIF"
58302,"NM","NEW ORLEANS, LA",826903,"04/28/17","10526","FIRST NBC BANK",3325870,3032208,"FAILURE","PA","DIF"
35495,"NM","COTTONWOOD HEIGHTS, UT",11763,"03/03/17","10525","PROFICIO BANK",68208,65042,"FAILURE","PA","DIF"
19328,"NM","CHICAGO, IL",55465,"01/27/17","10524","SEAWAY BANK AND TRUST COMPANY",297809,256505,"FAILURE","PA","DIF"
34951,"NM","PENNSVILLE, NJ",22689,"01/13/17","10523","HARVEST COMMUNITY BANK",124223,122177,"FAILURE","PA","DIF"
91,"SM","MULBERRY, AR",8098,"09/23/16","10522","ALLIED BANK",66336,64713,"FAILURE","PA","DIF"
11297,"NM","WOODBURY, GA",4915,"08/19/16","10521","THE WOODBURY BANKING COMPANY",21426,21122,"FAILURE","PA","DIF"
35312,"NM","KING OF PRUSSIA, PA",11544,"05/06/16","10520","FIRST CORNERSTONE BANK",103307,101040,"FAILURE","PA","DIF"
9956,"NM","MEMPHIS, TN",10924,"04/29/16","10519","TRUST COMPANY BANK",18998,20148,"FAILURE","PA","DIF"
20364,"NM","MILWAUKEE, WI",11633,"03/11/16","10518","NORTH MILWAUKEE STATE BANK",67115,61493,"FAILURE","PA","DIF"
35259,"NM","PEACHTREE CITY, GA",28158,"10/02/15","10516","THE BANK OF GEORGIA",286102,264234,"FAILURE","PA","DIF"
35156,"N","LONGVIEW, WA",995,"10/02/15","10517","HOMETOWN NATIONAL BANK",3785,3705,"FAILURE","PA","DIF"
34112,"SM","DENVER, CO",1218,"07/10/15","10515","PREMIER BANK",26760,25480,"FAILURE","PA","DIF"
57772,"NM","CHICAGO, IL",20788,"05/08/15","10514","EDGEBROOK BANK",90034,90007,"FAILURE","PA","DIF"
33938,"NM","ATLANTA, GA",99535,"02/13/15","10512","CAPITOL CITY BANK & TRUST COMPANY",272311,262652,"FAILURE","PA","DIF"
20290,"NM","CHICAGO, IL",4743,"01/23/15","10511","HIGHLAND COMMUNITY BANK",54727,53453,"FAILURE","PA","DIF"
17557,"N","CRESTVIEW, FL",6329,"01/16/15","10510","FIRST NATIONAL BANK OF CRESTVIEW",73804,73199,"FAILURE","PA","DIF"
34983,"NM","MANKATO, MN",3946,"12/19/14","10509","NORTHERN STAR BANK",18794,18221,"FAILURE","PA","DIF"
34738,"SA","PALM DESERT, CA",2905,"11/07/14","10508","FRONTIER BANK, FSB",80736,76344,"FAILURE","PA","DIF"
916,"N","CHICAGO, IL",56963,"10/24/14","10507","THE NATIONAL REPUBLIC BANK OF CHICAGO",843118,809638,"FAILURE","PA","DIF"
4862,"SM","RISING SUN, MD",19837,"10/17/14","10506","NBRS FINANCIAL BANK",155353,151559,"FAILURE","PA","DIF"
28462,"SA","CHICAGO, IL",18412,"07/25/14","10505","GREENCHOICE BANK, FSB",70286,68722,"FAILURE","PA","DIF"
58125,"NM","CONYERS, GA",38334,"07/18/14","10504","EASTSIDE COMMERCIAL BANK",173946,166875,"FAILURE","PA","DIF"
12483,"NM","FREEDOM, OK",3734,"06/27/14","10503","THE FREEDOM STATE BANK",22816,20855,"FAILURE","PA","DIF"
21793,"NM","FORT LANDERDALE, FL",6045,"06/20/14","10501","VALLEY BANK",81843,66541,"FAILURE","PA","DIF"
10450,"NM","MOLINE, IL",56897,"06/20/14","10502","VALLEY BANK",456442,359953,"FAILURE","PA","DIF"
32368,"SA","BEL AIR, MD",10954,"05/30/14","10500","SLAVIE FEDERAL SAVINGS BANK",140063,111142,"FAILURE","PA","DIF"
32284,"SB","CINCINNATI, OH",7224,"05/23/14","10499","COLUMBIA SAVINGS BANK",36484,29538,"FAILURE","PA","DIF"
57866,"NM","BERWYN, IL",21715,"05/16/14","10498","AZTECAMERICA BANK",66309,65031,"FAILURE","PA","DIF"
15062,"NM","FAIRFAX, SC",22981,"04/25/14","10497","ALLENDALE COUNTY BANK",49498,49356,"FAILURE","PA","DIF"
35096,"N","STERLING, VA",11191,"02/28/14","10495","MILLENNIUM BANK, NATIONAL ASSOCIATION",130305,121704,"FAILURE","PA","DIF"
58531,"NM","HORSHAM, PA",8956,"02/28/14","10496","VANTAGE POINT BANK",63453,62472,"FAILURE","PA","DIF"
34296,"NM","BOISE, ID",3487,"01/31/14","10494","SYRINGA BANK",153361,145813,"FAILURE","PA","DIF"
17967,"NM","EL RENO, OK",97134,"01/24/14","10493","THE  BANK OF UNION",317172,315843,"FAILURE","PA","DIF"
5732,"N","WEST CHICAGO, IL",1530,"01/17/14","10492","DUPAGE NATIONAL BANK",53524,51878,"FAILURE","PA","DIF"
57431,"N","THE WOODLANDS, TX",14223,"12/13/13","10491","TEXAS COMMUNITY BANK, NATIONAL ASSOCIATION",159257,142640,"FAILURE","PA","DIF"
14794,"NM","GRACEVILLE, FL",5849,"10/30/13","10490","BANK OF JACKSON COUNTY",24724,24591,"FAILURE","PA","DIF"
57041,"NM","BRIDGEPORT, CT",9211,"09/13/13","10489","THE COMMUNITY'S BANK",26368,25715,"FAILURE","PO","DIF"
14318,"N","EDINBURG, TX",650837,"09/13/13","10488","FIRST NATIONAL BANK",3085764,2338335,"FAILURE","PA","DIF"
19849,"NM","PARSONS, TN",131356,"08/23/13","10486","COMMUNITY SOUTH BANK",386908,377672,"FAILURE","PA","DIF"
34707,"NM","PHOENIX, AZ",15391,"08/23/13","10487","SUNRISE BANK OF ARIZONA",202179,196924,"FAILURE","PA","DIF"
35016,"NM","WAUSAU, WI",13428,"08/09/13","10485","BANK OF WAUSAU",43564,40663,"FAILURE","PA","DIF"
34943,"NM","FORT MYERS, FL",24921,"08/02/13","10484","FIRST COMMUNITY BANK OF SOUTHWEST FLORIDA",247315,243618,"FAILURE","PA","DIF"
34789,"N","SEVIERVILLE, TN",33292,"06/07/13","10483","MOUNTAIN NATIONAL BANK",437282,373366,"FAILURE","PA","DIF"
58358,"NM","NORTH LAS VEGAS, NV",5664,"06/06/13","10482","1ST COMMERCE BANK",20152,19579,"FAILURE","PA","DIF"
35386,"NM","KENOSHA, WI",24203,"05/31/13","10478","BANKS OF WISCONSIN",134024,127590,"FAILURE","PA","DIF"
34527,"NM","SCOTTSDALE, AZ",5425,"05/14/13","10479","CENTRAL ARIZONA BANK",31550,30822,"FAILURE","PA","DIF"
58185,"NM","VALDOSTA, GA",17905,"05/10/13","10481","SUNRISE BANK",60793,57775,"FAILURE","PA","DIF"
58701,"NM","ASHEVILLE, NC",7943,"05/10/13","10480","PISGAH COMMUNITY BANK",21880,21246,"FAILURE","PA","DIF"
21649,"NM","DOUGLASVILLE, GA",94543,"04/26/13","10476","DOUGLAS COUNTY BANK",317288,315326,"FAILURE","PA","DIF"
57158,"NM","LENOIR, NC",16490,"04/26/13","10477","PARKWAY BANK",109642,104709,"FAILURE","PA","DIF"
58034,"NM","MARIANNA, FL",7920,"04/19/13","10473","CHIPOLA COMMUNITY BANK",37471,37067,"FAILURE","PA","DIF"
29594,"SA","LEXINGTON, KY",7767,"04/19/13","10474","FIRST FEDERAL BANK",92982,87196,"FAILURE","PA","DIF"
26680,"NM","ORANGE PARK, FL",25231,"04/19/13","10475","HERITAGE BANK OF NORTH FLORIDA",103960,106348,"FAILURE","PA","DIF"
58066,"SM","GOLD CANYON, AZ",8263,"04/05/13","10472","GOLD CANYON BANK",42125,41728,"FAILURE","PA","DIF"
16431,"NM","LAGRANGE, GA",73446,"03/08/13","10471","FRONTIER BANK",258840,224108,"FAILURE","PA","DIF"
22476,"NM","CHICAGO, IL",19576,"02/15/13","10470","COVENANT BANK",58422,54202,"FAILURE","PA","DIF"
57157,"NM","ANDOVER, MN",12229,"01/18/13","10469","1ST REGENTS BANK",49626,49147,"FAILURE","PA","DIF"
33997,"NM","UNIVERSITY PLACE, WA",22860,"01/11/13","10468","WESTSIDE COMMUNITY BANK",91935,91879,"FAILURE","PA","DIF"
27331,"NM","SUNRISE, MO",14350,"12/14/12","10467","COMMUNITY BANK OF THE OZARKS",42816,41881,"FAILURE","PA","DIF"
57928,"NM","BRASELTON, GA",39665,"11/16/12","10466","HOMETOWN COMMUNITYBANK",124561,108931,"FAILURE","PA","DIF"
3731,"N","PRINCETON, IL",32488,"11/02/12","10464","CITIZENS FIRST NATIONAL BANK",923959,869440,"FAILURE","PA","DIF"
35009,"NM","LUTZ, FL",75901,"11/02/12","10465","HERITAGE BANK OF FLORIDA",225477,223309,"FAILURE","PA","DIF"
27148,"SB","BERWYN, PA",90219,"10/26/12","10463","NOVA BANK",444710,395248,"FAILURE","PO","DIF"
19189,"NM","SEDALIA, MO",29246,"10/19/12","10460","EXCEL BANK",186113,173670,"FAILURE","PA","DIF"
28144,"SA","TAMARAC, FL",12370,"10/19/12","10461","FIRST EAST SIDE SAVINGS BANK",65686,64888,"FAILURE","PA","DIF"
58073,"NM","DESTIN, FL",43590,"10/19/12","10462","GULFSOUTH PRIVATE BANK",139391,131579,"FAILURE","PA","DIF"
20685,"NM","CRETE, IL",40498,"09/28/12","10459","FIRST UNITED BANK",328422,316877,"FAILURE","PA","DIF"
27316,"SM","ST. LOUIS, MO",39716,"09/14/12","10458","TRUMAN BANK",282338,245716,"FAILURE","PA","DIF"
35246,"NM","BLOOMINGTON, MN",65284,"09/07/12","10457","FIRST COMMERCIAL BANK",215867,206809,"FAILURE","PA","DIF"
28243,"SB","WAUKEGAN, IL",23518,"08/03/12","10456","WAUKEGAN SAVINGS BANK",83679,73001,"FAILURE","PA","DIF"
16240,"NM","JASPER, GA",50229,"07/27/12","10455","JASPER BANKING COMPANY",206672,204238,"FAILURE","PA","DIF"
57847,"NM","BUFORD, GA",25548,"07/20/12","10451","GEORGIA TRUST BANK",116890,114748,"FAILURE","PA","DIF"
32711,"NM","WOODSTOCK, GA",36215,"07/20/12","10450","FIRST CHEROKEE STATE BANK",209021,182114,"FAILURE","PA","DIF"
1361,"NM","LEAWOOD, KS",1179,"07/20/12","10452","HEARTLAND BANK",96002,89723,"FAILURE","PA","DIF"
27986,"SA","CHICAGO, IL",86252,"07/20/12","10453","SECOND FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO",190891,171627,"FAILURE","PA","DIF"
57096,"NM","NAPLES, FL",16848,"07/20/12","10454","THE ROYAL PALM BANK OF FLORIDA",78771,78876,"FAILURE","PA","DIF"
1056,"NM","GLASGOW, MO",1396,"07/13/12","10449","GLASGOW SAVINGS BANK",22341,21809,"FAILURE","PA","DIF"
19498,"NM","AILEY, GA",70180,"07/06/12","10448","MONTGOMERY BANK & TRUST",153208,164181,"FAILURE","PA","DIF"
1690,"NM","LYNCHBURG, TN",33106,"06/15/12","10447","THE FARMERS BANK OF LYNCHBURG",163859,156402,"FAILURE","PA","DIF"
27405,"NM","PALATKA, FL",28769,"06/15/12","10445","PUTNAM STATE BANK",169489,160024,"FAILURE","PA","DIF"
35299,"NM","MARIETTA, GA",45583,"06/15/12","10446","SECURITY EXCHANGE BANK",150962,147896,"FAILURE","PA","DIF"
9257,"NM","SHABBONA, IL",10320,"06/08/12","10442","FARMERS' AND TRADERS' STATE BANK",43077,42302,"FAILURE","PA","DIF"
35372,"SA","CHARLESTON, SC",18655,"06/08/12","10441","CAROLINA FEDERAL SAVINGS BANK",54373,53082,"FAILURE","PA","DIF"
416,"NM","KINGFISHER, OK",8725,"06/08/12","10443","FIRST CAPITAL BANK",44448,44828,"FAILURE","PA","DIF"
34515,"SM","WHITEVILLE, NC",34238,"06/08/12","10444","WACCAMAW BANK",533114,472704,"FAILURE","PA","DIF"
35224,"N","SYLACAUGA, AL",10672,"05/18/12","10440","ALABAMA TRUST BANK, NATIONAL ASSOCIATION",51553,45149,"FAILURE","PA","DIF"
23156,"N","NORTH LAUDERDALE, FL",15098,"05/04/12","10439","SECURITY BANK, NATIONAL ASSOCIATION",101026,99067,"FAILURE","PA","DIF"
57766,"NM","GAITHERSBURG, MD",26694,"04/27/12","10435","HARVEST BANK OF MARYLAND",163019,145534,"FAILURE","PA","DIF"
31495,"SA","MAPLE GROVE, MN",79863,"04/27/12","10436","INTER SAVINGS BANK, FSB D/B/A/ INTERBANK, FSB",463840,458053,"FAILURE","PA","DIF"
23632,"N","PALM DESERT, CA",26331,"04/27/12","10437","PALM DESERT NATIONAL BANK",129253,129023,"FAILURE","PA","DIF"
26759,"SM","CAMBRIDGE, MD",61139,"04/27/12","10434","BANK OF THE EASTERN SHORE",162460,150951,"FAILURE","PO","DIF"
32503,"SA","PAWLEYS ISLAND, SC",83230,"04/27/12","10438","PLANTATION FEDERAL BANK",433512,415943,"FAILURE","PA","DIF"
35527,"SA","FORT LEE, NJ",12713,"04/20/12","10433","FORT LEE FEDERAL SAVINGS BANK, FSB",48861,47786,"FAILURE","PA","DIF"
33883,"NM","DEARBORN, MI",97281,"03/30/12","10432","FIDELITY BANK",818237,747640,"FAILURE","PA","DIF"
35419,"NM","WILMETTE, IL",70988,"03/23/12","10431","PREMIER BANK",268703,198953,"FAILURE","PA","DIF"
58068,"NM","ROCK SPRING, GA",31043,"03/23/12","10430","CONVENANT BANK & TRUST",95725,90632,"FAILURE","PA","DIF"
57597,"NM","CHICAGO, IL",18212,"03/09/12","10429","NEW CITY BANK",71202,72399,"FAILURE","PO","DIF"
34046,"NM","DORAVILLE, GA",41480,"03/02/12","10428","GLOBAL COMMERCE BANK",143678,116813,"FAILURE","PA","DIF"
5687,"NM","ELLAVILLE, GA",54523,"02/24/12","10426","CENTRAL BANK OF GEORGIA",278860,266589,"FAILURE","PA","DIF"
29178,"SA","LITTLE FALLS, MN",71249,"02/24/12","10427","HOME SAVINGS OF AMERICA",434111,432223,"FAILURE","PO","DIF"
23187,"N","HOFFMAN ESTATES, IL",18551,"02/10/12","10424","CHARTER NATIONAL BANK AND TRUST",93894,89485,"FAILURE","PA","DIF"
29761,"SA","SHELBYVILLE, IN",39616,"02/10/12","10425","SCB BANK",182561,171365,"FAILURE","PA","DIF"
19869,"SM","KNOXVILLE, TN",74064,"01/27/12","10420","BANKEAST",261947,259571,"FAILURE","PA","DIF"
34823,"NM","FOREST LAKE, MN",35346,"01/27/12","10422","PATRIOT BANK MINNESOTA",105029,102833,"FAILURE","PA","DIF"
35296,"NM","FRANKLIN, TN",350342,"01/27/12","10423","TENNESSEE COMMERCE BANK",1009154,1037716,"FAILURE","PA","DIF"
16579,"NM","JACKSONVILLE, FL",54383,"01/27/12","10421","FIRST GUARANTY BANK AND TRUST COMPANY OF JACKSONVILLE",397082,378309,"FAILURE","PA","DIF"
19252,"NM","STOCKBRIDGE, GA",196329,"01/20/12","10419","THE FIRST STATE BANK",516760,509065,"FAILURE","PA","DIF"
31581,"SA","BOOTHWYN, PA",4671,"01/20/12","10417","AMERICAN EAGLE SAVINGS BANK",19259,17548,"FAILURE","PA","DIF"
57186,"NM","BELLEVIEW, FL",13697,"01/20/12","10418","CENTRAL FLORIDA STATE BANK",71485,71080,"FAILURE","PA","DIF"
57917,"N","PHOENIX, AZ",41735,"12/16/11","10416","WESTERN NATIONAL BANK",162872,144491,"FAILURE","PA","DIF"
58343,"NM","CRESTVIEW, FL",25065,"12/16/11","10415","PREMIER COMMUNITY BANK OF THE EMERALD COAST",125976,112050,"FAILURE","PA","DIF"
19657,"NM","LACOMBE, LA",48824,"11/18/11","10413","CENTRAL PROGRESSIVE BANK",383132,347720,"FAILURE","PA","DIF"
14194,"NM","JOHNSTON, IA",16053,"11/18/11","10414","POLK COUNTY BANK",91580,81967,"FAILURE","PA","DIF"
57860,"NM","ROCKMART, GA",21387,"11/10/11","10412","COMMUNITY BANK OF ROCKMART",62383,55906,"FAILURE","PA","DIF"
19397,"NM","OMAHA, NE",11011,"11/04/11","10410","MID CITY BANK, INC.",106075,105461,"FAILURE","PA","DIF"
57087,"NM","SAINT GEORGE, UT",43575,"11/04/11","10411","SUNFIRST BANK",198081,169135,"FAILURE","PA","DIF"
57759,"NM","DES PLAINES, IL",13757,"10/28/11","10409","ALL AMERICAN BANK",34800,30542,"FAILURE","PA","DIF"
21132,"SM","GREENWOOD VILLAGE, CO",170467,"10/21/11","10405","COMMUNITY BANKS OF COLORADO",1280964,1239630,"FAILURE","PA","DIF"
57036,"NM","JONESBORO, GA",64965,"10/21/11","10406","COMMUNITY CAPITAL BANK",165291,157808,"FAILURE","PA","DIF"
57537,"NM","CLEARWATER, FL",28088,"10/21/11","10408","OLD HARBOR BANK",209048,212184,"FAILURE","PA","DIF"
34392,"NM","DECATUR, GA",25777,"10/21/11","10407","DECATUR FIRST BANK",184750,172042,"FAILURE","PA","DIF"
32347,"SB","ASHEVILLE, NC",44199,"10/14/11","10401","BLUE RIDGE SAVINGS BANK, INC.",161430,159628,"FAILURE","PA","DIF"
35395,"NM","ALEDO, IL",71996,"10/14/11","10402","COUNTRY BANK",195034,180835,"FAILURE","PA","DIF"
57256,"NM","GRAY, GA",88194,"10/14/11","10404","PIEDMONT COMMUNITY BANK",198993,178773,"FAILURE","PA","DIF"
58046,"NM","CRANFORD, NJ",45629,"10/14/11","10403","FIRST STATE BANK",191852,188099,"FAILURE","PA","DIF"
20115,"NM","ELLINGTON, MO",93109,"10/07/11","10400","SUN SECURITY BANK",351492,280649,"FAILURE","PA","DIF"
10216,"NM","WYOMING, MN",71255,"10/07/11","10399","THE RIVERBANK",419723,384120,"FAILURE","PA","DIF"
33513,"NM","PLANO, TX",58022,"09/30/11","10398","FIRST INTERNATIONAL BANK",239916,208775,"FAILURE","PA","DIF"
20408,"SM","NORFOLK, VA",243251,"09/23/11","10396","BANK OF THE COMMONWEALTH",985096,901845,"FAILURE","PA","DIF"
33983,"NM","NEVADA CITY, CA",40895,"09/23/11","10397","CITIZENS BANK OF NORTHERN CALIFORNIA",288765,253079,"FAILURE","PA","DIF"
25155,"N","MILTON, FL",75749,"09/09/11","10395","THE FIRST NATIONAL BANK OF FLORIDA",296841,280095,"FAILURE","PA","DIF"
58273,"NM","CUMMING, GA",54248,"09/02/11","10394","PATRIOT BANK OF GEORGIA",150751,140612,"FAILURE","PA","DIF"
58226,"NM","WOODSTOCK, GA",33845,"09/02/11","10393","CREEKSIDE BANK",102338,96583,"FAILURE","PA","DIF"
35356,"SA","PALM BEACH, FL",208370,"08/19/11","10392","LYDIAN PRIVATE BANK",1700117,1253835,"FAILURE","PA","DIF"
57212,"NM","GENEVA, IL",34064,"08/19/11","10390","FIRST CHOICE BANK",141016,137215,"FAILURE","PA","DIF"
57239,"N","STATESBORO, GA",22171,"08/19/11","10391","FIRST SOUTHERN NATIONAL BANK",164599,159673,"FAILURE","PA","DIF"
34130,"SB","HUNTINGDON VALLEY, PA",15828,"08/18/11","10389","PUBLIC SAVINGS BANK",46818,45770,"FAILURE","PA","DIF"
4744,"N","OLATHE, KS",103628,"08/12/11","10388","THE FIRST NATIONAL BANK OF OLATHE",538091,524290,"FAILURE","PA","DIF"
22637,"NM","SHOREWOOD, IL",29378,"08/05/11","10386","BANK OF SHOREWOOD",110723,104021,"FAILURE","PA","DIF"
22528,"SM","COLFAX, WA",104109,"08/05/11","10387","BANK OF WHITMAN",548570,515732,"FAILURE","PA","DIF"
4392,"N","EVANSVILLE, IN",88202,"07/29/11","10384","INTEGRA BANK NATIONAL ASSOCIATION",1994430,1693592,"FAILURE","PA","DIF"
58283,"SM","RICHMOND, VA",19851,"07/29/11","10385","VIRGINIA BUSINESS BANK",83493,72955,"FAILURE","PA","DIF"
58222,"N","COLUMBIA, SC",49181,"07/29/11","10383","BANKMERIDIAN, N.A.",232648,209737,"FAILURE","PA","DIF"
2994,"NM","GREELEY, CO",139508,"07/22/11","10380","BANK OF CHOICE",954106,818670,"FAILURE","PA","DIF"
35244,"SM","SARASOTA, FL",37389,"07/22/11","10381","LANDMARK BANK OF FLORIDA",266482,244362,"FAILURE","PA","DIF"
58056,"NM","APOLLO BEACH, FL",11403,"07/22/11","10382","SOUTHSHORE COMMUNITY BANK",41252,41434,"FAILURE","PA","DIF"
19554,"NM","STOCKBRIDGE, GA",72121,"07/15/11","10377","HIGH TRUST BANK",180340,177221,"FAILURE","PA","DIF"
34870,"NM","PORT SAINT LUCIE, FL",13110,"07/15/11","10376","FIRST PEOPLES BANK",225035,207621,"FAILURE","PA","DIF"
57442,"NM","PRESCOTT, AZ",14868,"07/15/11","10379","SUMMIT BANK",73066,67471,"FAILURE","PA","DIF"
58238,"NM","ATLANTA, GA",41539,"07/15/11","10378","ONE GEORGIA BANK",177715,158123,"FAILURE","PA","DIF"
34522,"NM","CASTLE ROCK, CO",254944,"07/08/11","10373","COLORADO CAPITAL BANK",665806,635202,"FAILURE","PA","DIF"
27935,"SM","CHICAGO, IL",196661,"07/08/11","10374","FIRST CHICAGO BANK & TRUST",896864,830530,"FAILURE","PA","DIF"
57835,"NM","WINDSOR, CO",23311,"07/08/11","10375","SIGNATURE  BANK",62518,60349,"FAILURE","PA","DIF"
57593,"NM","CLAYTON, GA",34480,"06/24/11","10372","MOUNTAIN HERITAGE BANK",103716,89554,"FAILURE","PA","DIF"
19237,"NM","JACKSON, GA",77581,"06/17/11","10371","MCINTOSH STATE BANK",339929,324403,"FAILURE","PA","DIF"
27583,"NM","TAMPA, FL",33477,"06/17/11","10370","FIRST COMMERCIAL BANK OF TAMPA BAY",98624,92641,"FAILURE","PA","DIF"
58420,"SA","CHARLESTON, SC",32486,"06/03/11","10369","ATLANTIC BANK AND TRUST",208204,191614,"FAILURE","PA","DIF"
23626,"NM","SNOHOMISH, WA",33596,"05/27/11","10368","FIRST HERITAGE BANK",173478,163303,"FAILURE","PA","DIF"
57647,"NM","FRANKLIN, GA",136658,"05/20/11","10366","FIRST GEORGIA BANKING COMPANY",730981,702231,"FAILURE","PA","DIF"
513,"NM","BURLINGTON, WA",24195,"05/20/11","10367","SUMMIT BANK",142729,131631,"FAILURE","PA","DIF"
57213,"NM","MACON, GA",281985,"05/20/11","10365","ATLANTIC SOUTHERN BANK",741855,707643,"FAILURE","PA","DIF"
34898,"SA","COCOA BEACH, FL",18527,"05/06/11","10364","COASTAL BANK",129429,123950,"FAILURE","PA","DIF"
57625,"NM","BROOKSVILLE, FL",17194,"04/29/11","10360","CORTEZ COMMUNITY  BANK",66282,65439,"FAILURE","PA","DIF"
34234,"NM","MOUNT CLEMENS, MI",98659,"04/29/11","10359","COMMUNITY CENTRAL BANK",451683,371494,"FAILURE","PA","DIF"
26297,"N","WINTER PARK, FL",42899,"04/29/11","10362","FIRST NATIONAL BANK OF CENTRAL FLORIDA",342079,308784,"FAILURE","PA","DIF"
58539,"NM","DALLAS, GA",105180,"04/29/11","10361","FIRST CHOICE COMMUNITY BANK",291196,294769,"FAILURE","PA","DIF"
19797,"SM","VALDOSTA, GA",235568,"04/29/11","10363","THE PARK AVENUE BANK",849409,724483,"FAILURE","PA","DIF"
19794,"NM","BIRMINGHAM, AL",183621,"04/15/11","10356","NEXITY BANK",757574,611681,"FAILURE","PA","DIF"
14273,"NM","CARTHAGE, MS",39071,"04/15/11","10354","HERITAGE BANKING GROUP",228328,205035,"FAILURE","PA","DIF"
21495,"NM","CARTERSVILLE, GA",85014,"04/15/11","10353","BARTOW COUNTY BANK",314019,290005,"FAILURE","PA","DIF"
57705,"NM","EAST ELLIJAY, GA",34708,"04/15/11","10355","NEW HORIZONS BANK",103055,99022,"FAILURE","PA","DIF"
17750,"SA","BIRMINGHAM, AL",316443,"04/15/11","10358","SUPERIOR BANK",2977290,2736201,"FAILURE","PA","DIF"
24099,"N","ROSEMOUNT, MN",5398,"04/15/11","10357","ROSEMOUNT NATIONAL BANK",21454,20980,"FAILURE","PA","DIF"
10086,"N","WESTERN SPRINGS, IL",38105,"04/08/11","10352","WESTERN SPRINGS NATIONAL BANK AND TRUST",186677,182441,"FAILURE","PA","DIF"
35418,"NM","LAS VEGAS, NV",39566,"04/08/11","10351","NEVADA COMMERCE BANK",135064,128573,"FAILURE","PA","DIF"
34292,"NM","WOOD DALE, IL",44183,"03/25/11","10350","THE BANK OF COMMERCE",163074,161379,"FAILURE","PA","DIF"
4077,"N","DAVIS, OK",32366,"03/11/11","10349","THE FIRST NATIONAL BANK OF DAVIS",90183,68331,"FAILURE","PA","DIF"
34818,"SM","MILWAUKEE, WI",75760,"03/11/11","10348","LEGACY BANK",190418,183309,"FAILURE","PA","DIF"
34187,"NM","ST. CHARLES, IL",28270,"02/25/11","10347","VALLEY COMMUNITY BANK",123774,124179,"FAILURE","PA","DIF"
151,"NM","CLARKESVILLE, GA",119380,"02/18/11","10345","HABERSHAM BANK",387681,339934,"FAILURE","PA","DIF"
34601,"NM","SPRINGFIELD, GA",48272,"02/18/11","10344","CITIZENS BANK OF EFFINGHAM",214275,206490,"FAILURE","PA","DIF"
57855,"NM","NAPA, CA",21310,"02/18/11","10343","CHARTER OAK BANK",120833,105309,"FAILURE","PA","DIF"
34783,"SA","SAN LUIS OBISPO, CA",72906,"02/18/11","10346","SAN LUIS TRUST BANK, FSB",332596,272216,"FAILURE","PA","DIF"
35478,"NM","PORT ORANGE, FL",32294,"02/11/11","10342","SUNSHINE STATE COMMUNITY BANK",125531,116715,"FAILURE","PA","DIF"
14939,"NM","HAMTRAMCK, MI",103063,"02/11/11","10341","PEOPLES STATE BANK",390524,389868,"FAILURE","PA","DIF"
13272,"NM","CASSVILLE, WI",19454,"02/11/11","10339","BADGER STATE BANK",83828,78549,"FAILURE","PA","DIF"
